time_s,alpha_mean,alpha_ci95,n_seeds,alpha_mean_smooth,alpha_ci95_smooth
22.55,0.9941573461366806,0.0008350025441294436,100,0.9941574487262792,0.0008376637103636874
22.650000000000002,0.9941567398333899,0.0008390427265803094,100,0.9941566264291808,0.0008376578440103997
22.75,0.9941557933174721,0.0008389282613214458,100,0.9941581984844575,0.0008372119765055309
22.85,0.9941620623025109,0.0008336649416148374,100,0.9941591682780753,0.0008368143934872934
22.950000000000003,0.994159649214243,0.0008378499775255966,100,0.9941563607338791,0.0008375755859185505
23.05,0.9941473706848833,0.0008412118386152174,100,0.9941597769025711,0.0008374961390095762
23.150000000000002,0.994172310808587,0.0008334266008879144,100,0.9941603129154295,0.0008373211690373109
23.25,0.9941612572528181,0.0008373250676088009,100,0.9941570648745697,0.0008390419965920516
23.35,0.9941376265623039,0.0008463743212794396,100,0.994145573272287,0.0008451693419151162
23.450000000000003,0.9941378360017391,0.0008518086368571083,100,0.9941356645602276,0.0008505141403860497
23.55,0.9941315311166399,0.000853359463021601,100,0.9941367308305794,0.0008524005031278859
23.650000000000002,0.9941408253733592,0.0008520334095049485,100,0.9941357669071823,0.0008521831312147948
23.75,0.9941349442315479,0.0008511565211178348,100,0.9941395471584539,0.0008516404860723406
23.85,0.9941428718704547,0.0008517315275942381,100,0.9941393136662615,0.0008513787123082273
23.950000000000003,0.9941401248967818,0.0008512480882126092,100,0.9941418094650162,0.0008515338272730434
24.05,0.994142431627812,0.000851621866012283,100,0.9941427839545195,0.00085070260816761
24.150000000000002,0.9941457953389643,0.0008492378702779375,100,0.9941369096189829,0.0008505285850604182
24.25,0.9941225018901727,0.0008507260188910341,100,0.994134835938946,0.0008506762983083007
24.35,0.9941362105877009,0.0008520650057559307,100,0.9941335332969329,0.0008513098269477048
24.450000000000003,0.9941418874129252,0.0008511384561961495,100,0.9941401536929036,0.0008504552704160749
24.55,0.9941423630780849,0.0008481623492961448,100,0.9941385099295118,0.0008510201931569493
24.650000000000002,0.9941312792975253,0.0008537597739785534,100,0.99413270124787,0.0008514194972570671
24.75,0.9941244613679997,0.0008523363684965031,100,0.9941306831434361,0.0008526236840985839
24.85,0.9941363087647833,0.0008517749098206953,100,0.9941316590876487,0.0008523840174313428
24.950000000000003,0.9941342071301631,0.0008530407739768301,100,0.9941376271691779,0.0008517513859961024
25.05,0.9941423656125875,0.000850438474190782,100,0.9941393371464505,0.0008516349090404931
25.150000000000002,0.994141438696601,0.0008514254789538673,100,0.9941409090894971,0.0008514081931126266
25.25,0.9941389229593027,0.0008523606261932302,100,0.994141482763185,0.0008514426603139407
25.35,0.9941440866336514,0.0008505418757947245,100,0.9941406287871281,0.0008515127416100273
25.450000000000003,0.9941388767684302,0.0008516357228421272,100,0.9941377627650234,0.0008517742357773196
25.55,0.9941303248929888,0.0008531451086951069,100,0.9941368877986708,0.0008521654752837862
25.650000000000002,0.9941414617345933,0.0008517155943141245,100,0.9941358909586887,0.000852576163329951
25.75,0.9941358862484843,0.0008528677869806217,100,0.9941396960942784,0.000850978659260559
25.85,0.994141740299758,0.0008483525964869308,100,0.9941393942547009,0.0008507351597247574
25.950000000000003,0.9941405562158602,0.0008509850957067197,100,0.9941396347978896,0.0008502762656254245
26.05,0.9941366078780508,0.0008514911046826228,100,0.9941358138145114,0.0008515330969505757
26.150000000000002,0.9941302773496232,0.0008521230904623844,100,0.9941362871447502,0.0008519728912288225
26.25,0.9941419762065764,0.0008523044785414605,100,0.9941377703502373,0.0008523795181529648
26.35,0.9941410574945124,0.0008527109854550494,100,0.9941416712456558,0.0008522911685443571
26.450000000000003,0.9941419800358782,0.0008518580416365613,100,0.9941426965038774,0.0008525620553732353
26.55,0.9941450519812416,0.0008531171390280948,100,0.9941435029337914,0.0008499041782806544
26.650000000000002,0.9941434767842545,0.0008447373541773069,100,0.9941394699175881,0.0008444445958968824
26.75,0.9941298809872682,0.0008354792944852453,100,0.9941356914464334,0.0008388646807086531
26.85,0.9941337165677777,0.0008363773934634072,100,0.9941348829790831,0.0008360553875197844
26.950000000000003,0.9941410513822037,0.0008363094746107004,100,0.9941334671481009,0.0008365565112602519
27.05,0.9941256334943211,0.0008369826657066478,100,0.9941305653857441,0.0008371919457413258
27.150000000000002,0.9941250112807072,0.0008382836969066295,100,0.9941247725015897,0.000838105256595619
27.25,0.9941236727297408,0.0008390494071735799,100,0.9941239421682324,0.0008386627541096207
27.35,0.9941231424942493,0.0008386551582486524,100,0.9941256896814329,0.0008387456601000456
27.450000000000003,0.9941302538203085,0.0008385324148779049,100,0.9941248980586934,0.0008385205348181174
27.55,0.9941212978615226,0.0008383740313277944,100,0.9941262251071002,0.0008385235222865864
27.650000000000002,0.9941271236394698,0.0008386641206540599,100,0.9941257898957838,0.0008383114828703547
27.75,0.9941289481863591,0.0008378962966292099,100,0.994126017133896,0.0008382884555502259
27.85,0.994121979575859,0.0008383049493674074,100,0.9941255694856125,0.0008381804157419067
27.950000000000003,0.9941257806946193,0.000838340001229103,100,0.9941262285753026,0.0008383313538219139
28.05,0.9941309254554292,0.0008383491108692314,100,0.9941282487269648,0.0008383675368883733
28.150000000000002,0.9941280400308456,0.0008384134985667856,100,0.994124688157176,0.0008411660622599763
