scheduler,time_s,mean,CI95_low,CI95_high,n
PF,8.15,1080.8874538975608,,,1
PF,8.25,1105.1005684666668,,,1
PF,8.35,1129.2139368015503,,,1
PF,8.450000000000001,1152.7150829841592,,,1
PF,8.55,1175.8778302374924,,,1
PF,8.65,1199.0629622685,,,1
PF,8.75,1222.2060643132006,,,1
PF,8.85,1245.9413323108038,,,1
PF,8.950000000000001,1269.9587047595642,,,1
PF,9.05,1294.2674872359587,,,1
PF,9.15,1317.9475804374033,,,1
PF,9.25,1340.8687280378715,,,1
PF,9.35,1363.5608842368133,,,1
PF,9.45,1387.3523710664838,,,1
PF,9.55,1412.525231599512,,,1
PF,9.65,1438.2487701344246,,,1
PF,9.75,1462.591664025707,,,1
PF,9.85,1486.580104300323,,,1
PF,9.95,1509.7394572960975,,,1
PF,10.05,1534.037215536683,,,1
PF,10.15,1557.4716367207568,,,1
PF,10.25,1581.2997016952668,,,1
PF,10.35,1605.498783719944,,,1
PF,10.45,1630.074404127921,,,1
PF,10.55,1653.938042406816,,,1
PF,10.65,1676.8759327015532,,,1
PF,10.75,1700.614963603405,,,1
PF,10.85,1724.9696603601449,,,1
PF,10.95,1749.3388431030023,,,1
PF,11.05,1773.77789366601,,,1
PF,11.15,1797.4248405691983,,,1
PF,11.25,1821.1845629246911,,,1
PF,11.35,1844.3833962677115,,,1
PF,11.45,1867.473641186846,,,1
PF,11.55,1891.645895956537,,,1
PF,11.65,1914.980594642614,,,1
PF,11.75,1938.0480371707529,,,1
PF,11.85,1961.5215846527117,,,1
PF,11.95,1986.0312685782828,,,1
PF,12.05,2011.2638442421207,,,1
PF,12.15,2035.633322492121,,,1
PF,12.25,2060.351669630327,,,1
PF,12.35,2086.880950969712,,,1
PF,12.45,2119.7320894561985,,,1
PF,12.55,2158.183135933295,,,1
PF,12.65,2198.4306783094653,,,1
PF,12.75,2240.2299318640044,,,1
PF,12.85,2281.454286489156,,,1
PF,12.95,2325.8535397764285,,,1
PF,13.05,2367.564372890958,,,1
PF,13.15,2409.4522206650504,,,1
PF,13.25,2449.573927320494,,,1
PF,13.35,2491.490754262499,,,1
PF,13.45,2533.2228328136102,,,1
PF,13.55,2575.5051644825376,,,1
PF,13.65,2617.000404008165,,,1
PF,13.75,2657.8171355839227,,,1
PF,13.85,2699.392952427016,,,1
PF,13.95,2740.3615222922,,,1
PF,14.05,2782.4750947838584,,,1
PF,14.15,2824.6550535941024,,,1
PF,14.25,2866.1680667723963,,,1
PF,14.35,2907.481926188127,,,1
PF,14.45,2949.0350996822804,,,1
PF,14.55,2991.675231374588,,,1
PF,14.65,3033.946794714487,,,1
PF,14.75,3076.076304740461,,,1
PF,14.85,3117.5032131577427,,,1
PF,14.95,3158.373753668031,,,1
PF,15.05,3199.9292105801774,,,1
PF,15.15,3242.2790465918006,,,1
PF,15.25,3285.199938840388,,,1
PF,15.35,3328.2891025920217,,,1
PF,15.45,3371.282646026365,,,1
PF,15.55,3414.246604553288,,,1
PF,15.65,3455.8680175095164,,,1
PF,15.75,3496.336546353961,,,1
PF,15.85,3537.3751839908223,,,1
PF,15.95,3577.132511185704,,,1
PF,16.05,3618.365931505281,,,1
PF,16.150000000000002,3659.8766645629953,,,1
PF,16.25,3702.774667933252,,,1
