figure,panel,scheduler,time_s,value
fig05,(c) UEs receiving a positive allocation.,PF,21.65,5.060739887352791
fig05,(c) UEs receiving a positive allocation.,PF,21.75,5.015989729225023
fig05,(c) UEs receiving a positive allocation.,PF,21.85,5.195434173669468
fig05,(c) UEs receiving a positive allocation.,PF,21.950000000000003,5.187317290552585
fig05,(c) UEs receiving a positive allocation.,PF,22.05,5.181888237210818
fig05,(c) UEs receiving a positive allocation.,PF,22.15,5.030723578576279
fig05,(c) UEs receiving a positive allocation.,PF,22.25,4.923994523317813
fig05,(c) UEs receiving a positive allocation.,PF,22.35,4.859557168557878
fig05,(c) UEs receiving a positive allocation.,PF,22.450000000000003,5.103620377917053
fig05,(c) UEs receiving a positive allocation.,PF,22.55,5.217124934669331
fig05,(c) UEs receiving a positive allocation.,PF,22.65,5.385875724109776
fig05,(c) UEs receiving a positive allocation.,PF,22.75,5.239374479782445
fig05,(c) UEs receiving a positive allocation.,PF,22.85,5.215436613904047
fig05,(c) UEs receiving a positive allocation.,PF,22.950000000000003,5.087798940203584
fig05,(c) UEs receiving a positive allocation.,PF,23.05,5.093682335560662
fig05,(c) UEs receiving a positive allocation.,PF,23.15,5.182638216506208
fig05,(c) UEs receiving a positive allocation.,PF,23.25,5.152843370511463
fig05,(c) UEs receiving a positive allocation.,PF,23.35,5.177559005753413
fig05,(c) UEs receiving a positive allocation.,PF,23.450000000000003,5.023030241983524
fig05,(c) UEs receiving a positive allocation.,PF,23.55,5.105875055531807
fig05,(c) UEs receiving a positive allocation.,PF,23.65,5.383693533350285
fig05,(c) UEs receiving a positive allocation.,PF,23.75,5.414601686085061
fig05,(c) UEs receiving a positive allocation.,PF,23.85,5.471705176593328
fig05,(c) UEs receiving a positive allocation.,PF,23.950000000000003,5.316349821237973
fig05,(c) UEs receiving a positive allocation.,PF,24.05,5.422469845005057
fig05,(c) UEs receiving a positive allocation.,PF,24.15,5.183397872718261
fig05,(c) UEs receiving a positive allocation.,PF,24.25,5.047467825023507
fig05,(c) UEs receiving a positive allocation.,PF,24.35,5.000070777626459
fig05,(c) UEs receiving a positive allocation.,PF,24.450000000000003,5.1562852445205385
fig05,(c) UEs receiving a positive allocation.,PF,24.55,5.125348425348425
fig05,(c) UEs receiving a positive allocation.,PF,24.65,5.334361634361635
fig05,(c) UEs receiving a positive allocation.,PF,24.75,5.41687893427024
fig05,(c) UEs receiving a positive allocation.,PF,24.85,5.699165568730787
fig05,(c) UEs receiving a positive allocation.,PF,24.950000000000003,5.4479871175523344
fig05,(c) UEs receiving a positive allocation.,PF,25.05,5.3011496835561545
fig05,(c) UEs receiving a positive allocation.,PF,25.15,5.056236786469345
fig05,(c) UEs receiving a positive allocation.,PF,25.25,4.99625485331668
fig05,(c) UEs receiving a positive allocation.,PF,25.35,5.1973918042210725
fig05,(c) UEs receiving a positive allocation.,PF,25.450000000000003,5.26579945799458
fig05,(c) UEs receiving a positive allocation.,PF,25.55,5.327569386038689
fig05,(c) UEs receiving a positive allocation.,PF,25.65,5.100365478834781
fig05,(c) UEs receiving a positive allocation.,PF,25.75,4.962064755168203
fig05,(c) UEs receiving a positive allocation.,PF,25.85,5.0724460724460725
fig05,(c) UEs receiving a positive allocation.,PF,25.950000000000003,5.108682237714496
fig05,(c) UEs receiving a positive allocation.,PF,26.05,5.37305342208568
fig05,(c) UEs receiving a positive allocation.,PF,26.15,5.209032258064516
fig05,(c) UEs receiving a positive allocation.,PF,26.25,5.087407407407408
fig05,(c) UEs receiving a positive allocation.,PF,26.35,4.821296296296296
fig05,(c) UEs receiving a positive allocation.,PF,26.450000000000003,4.7899237472766885
fig05,(c) UEs receiving a positive allocation.,PF,26.55,4.907232893157263
fig05,(c) UEs receiving a positive allocation.,PF,26.65,4.906475317399687
fig05,(c) UEs receiving a positive allocation.,PF,26.75,5.048958977530405
fig05,(c) UEs receiving a positive allocation.,PF,26.85,5.049537932516656
fig05,(c) UEs receiving a positive allocation.,PF,26.950000000000003,5.096310001027855
fig05,(c) UEs receiving a positive allocation.,PF,27.05,5.202370607088461
fig05,(c) UEs receiving a positive allocation.,PF,27.15,5.352569771569176
fig05,(c) UEs receiving a positive allocation.,PF,27.25,5.4499313471916215
fig05,(c) UEs receiving a positive allocation.,PF,27.35,5.360666606764089
fig05,(c) UEs receiving a positive allocation.,PF,27.450000000000003,5.08635396710607
fig05,(c) UEs receiving a positive allocation.,PF,27.55,5.025070097311562
fig05,(c) UEs receiving a positive allocation.,PF,27.65,5.10481339379142
fig05,(c) UEs receiving a positive allocation.,PF,27.75,5.130531945489814
fig05,(c) UEs receiving a positive allocation.,PF,27.85,5.196699820168328
fig05,(c) UEs receiving a positive allocation.,PF,27.950000000000003,4.972709677663239
fig05,(c) UEs receiving a positive allocation.,PF,28.05,4.912139059197883
fig05,(c) UEs receiving a positive allocation.,PF,28.15,4.798380543570208
fig05,(c) UEs receiving a positive allocation.,PF,28.25,4.894889189222562
fig05,(c) UEs receiving a positive allocation.,PF,28.35,5.2063370006703735
fig05,(c) UEs receiving a positive allocation.,PF,28.450000000000003,5.234640321086755
fig05,(c) UEs receiving a positive allocation.,PF,28.55,5.054069938289744
fig05,(c) UEs receiving a positive allocation.,PF,28.65,5.0103806179013946
fig05,(c) UEs receiving a positive allocation.,PF,28.75,5.152878770155644
fig05,(c) UEs receiving a positive allocation.,PF,28.85,5.351319592267622
fig05,(c) UEs receiving a positive allocation.,PF,28.950000000000003,5.258993586985473
fig05,(c) UEs receiving a positive allocation.,PF,29.05,5.181322135629812
fig05,(c) UEs receiving a positive allocation.,PF,29.15,5.0350901488592
fig05,(c) UEs receiving a positive allocation.,PF,29.25,5.282919820521259
fig05,(c) UEs receiving a positive allocation.,PF,29.35,5.222256113059834
fig05,(c) UEs receiving a positive allocation.,PF,29.450000000000003,5.537938596078328
fig05,(c) UEs receiving a positive allocation.,PF,29.55,5.614720741314837
fig05,(c) UEs receiving a positive allocation.,PF,29.65,5.802240049316072
fig05,(c) UEs receiving a positive allocation.,PF,29.75,5.755680569940057
fig05,(c) UEs receiving a positive allocation.,PF,29.85,5.517300528928435
fig05,(c) UEs receiving a positive allocation.,PF,29.950000000000003,5.386006120525594
fig05,(c) UEs receiving a positive allocation.,PF,30.05,5.101102823994389
fig05,(c) UEs receiving a positive allocation.,PF,30.15,5.086260523437804
fig05,(c) UEs receiving a positive allocation.,PF,30.25,5.313261550803079
fig05,(c) UEs receiving a positive allocation.,PF,30.35,5.565851922164214
fig05,(c) UEs receiving a positive allocation.,MR,0.45,3.922817775758952
fig05,(c) UEs receiving a positive allocation.,MR,0.55,3.7964984002135695
fig05,(c) UEs receiving a positive allocation.,MR,0.65,3.745024599684184
fig05,(c) UEs receiving a positive allocation.,MR,0.75,3.756627111286696
fig05,(c) UEs receiving a positive allocation.,MR,0.8500000000000001,3.809574795813328
fig05,(c) UEs receiving a positive allocation.,MR,0.95,3.730446355446355
fig05,(c) UEs receiving a positive allocation.,MR,1.05,3.658941836573416
fig05,(c) UEs receiving a positive allocation.,MR,1.15,3.66629781640646
fig05,(c) UEs receiving a positive allocation.,MR,1.25,3.73177400688265
fig05,(c) UEs receiving a positive allocation.,MR,1.35,3.7802806902577535
fig05,(c) UEs receiving a positive allocation.,MR,1.4500000000000002,3.793945731445731
fig05,(c) UEs receiving a positive allocation.,MR,1.55,3.784400471900472
fig05,(c) UEs receiving a positive allocation.,MR,1.65,3.785574565391079
fig05,(c) UEs receiving a positive allocation.,MR,1.75,3.8389612854444657
fig05,(c) UEs receiving a positive allocation.,MR,1.85,3.81279225927544
fig05,(c) UEs receiving a positive allocation.,MR,1.95,3.701909627196984
fig05,(c) UEs receiving a positive allocation.,MR,2.0500000000000003,3.590369101163704
fig05,(c) UEs receiving a positive allocation.,MR,2.15,3.598520109314712
fig05,(c) UEs receiving a positive allocation.,MR,2.25,3.674341847568392
fig05,(c) UEs receiving a positive allocation.,MR,2.35,3.76119101557698
fig05,(c) UEs receiving a positive allocation.,MR,2.45,3.73815905504502
fig05,(c) UEs receiving a positive allocation.,MR,2.5500000000000003,3.75790236612508
fig05,(c) UEs receiving a positive allocation.,MR,2.6500000000000004,3.728497203386584
fig05,(c) UEs receiving a positive allocation.,MR,2.75,3.763541175930557
fig05,(c) UEs receiving a positive allocation.,MR,2.85,3.768058968058968
fig05,(c) UEs receiving a positive allocation.,MR,2.95,3.774119574119574
fig05,(c) UEs receiving a positive allocation.,MR,3.0500000000000003,3.774789887289888
fig05,(c) UEs receiving a positive allocation.,MR,3.1500000000000004,3.7862012987012985
fig05,(c) UEs receiving a positive allocation.,MR,3.25,3.725
fig05,(c) UEs receiving a positive allocation.,MR,3.35,3.544662214479287
fig05,(c) UEs receiving a positive allocation.,MR,3.45,3.3760347634988954
fig05,(c) UEs receiving a positive allocation.,MR,3.5500000000000003,3.3133821383462703
fig05,(c) UEs receiving a positive allocation.,MR,3.65,3.349545450799067
fig05,(c) UEs receiving a positive allocation.,MR,3.75,3.516387187493745
fig05,(c) UEs receiving a positive allocation.,MR,3.85,3.5220851931917507
fig05,(c) UEs receiving a positive allocation.,MR,3.95,3.5361826354473416
fig05,(c) UEs receiving a positive allocation.,MR,4.05,3.3539463111655627
fig05,(c) UEs receiving a positive allocation.,MR,4.15,3.28649616871542
fig05,(c) UEs receiving a positive allocation.,MR,4.25,3.18431129476584
fig05,(c) UEs receiving a positive allocation.,MR,4.3500000000000005,3.1477371273712738
fig05,(c) UEs receiving a positive allocation.,MR,4.45,3.149872113597169
fig05,(c) UEs receiving a positive allocation.,MR,4.55,3.2257695494946046
fig05,(c) UEs receiving a positive allocation.,MR,4.65,3.299357208448117
fig05,(c) UEs receiving a positive allocation.,MR,4.75,3.3213957759412303
fig05,(c) UEs receiving a positive allocation.,MR,4.8500000000000005,3.3224731299597607
fig05,(c) UEs receiving a positive allocation.,MR,4.95,3.271685533717619
fig05,(c) UEs receiving a positive allocation.,MR,5.050000000000001,3.2763371166106325
fig05,(c) UEs receiving a positive allocation.,MR,5.15,3.254616563982802
fig05,(c) UEs receiving a positive allocation.,MR,5.25,3.243123089747152
fig05,(c) UEs receiving a positive allocation.,MR,5.3500000000000005,3.173964619801797
fig05,(c) UEs receiving a positive allocation.,MR,5.45,3.151183500793231
fig05,(c) UEs receiving a positive allocation.,MR,5.550000000000001,3.1984896472051894
fig05,(c) UEs receiving a positive allocation.,MR,5.65,3.208796525512068
fig05,(c) UEs receiving a positive allocation.,MR,5.75,3.218527263981809
fig05,(c) UEs receiving a positive allocation.,MR,5.8500000000000005,3.2295465477283662
fig05,(c) UEs receiving a positive allocation.,MR,5.95,3.224573002754821
fig05,(c) UEs receiving a positive allocation.,MR,6.050000000000001,3.329615522817104
fig05,(c) UEs receiving a positive allocation.,MR,6.15,3.2539130434782613
fig05,(c) UEs receiving a positive allocation.,MR,6.25,3.3539690658872243
fig05,(c) UEs receiving a positive allocation.,MR,6.3500000000000005,3.53669937905232
fig05,(c) UEs receiving a positive allocation.,MR,6.45,3.635968785445014
fig05,(c) UEs receiving a positive allocation.,MR,6.550000000000001,3.709749241023472
fig05,(c) UEs receiving a positive allocation.,MR,6.65,3.5614392177134486
fig05,(c) UEs receiving a positive allocation.,MR,6.75,3.630503144654088
fig05,(c) UEs receiving a positive allocation.,MR,6.8500000000000005,3.625
fig05,(c) UEs receiving a positive allocation.,MR,6.95,3.714679911699779
fig05,(c) UEs receiving a positive allocation.,MR,7.050000000000001,3.792671364691232
fig05,(c) UEs receiving a positive allocation.,MR,7.15,3.8530880313578986
fig05,(c) UEs receiving a positive allocation.,MR,7.25,3.8175747863247858
fig05,(c) UEs receiving a positive allocation.,MR,7.35,3.8
fig05,(c) UEs receiving a positive allocation.,MR,7.45,3.7900491718426497
fig05,(c) UEs receiving a positive allocation.,MR,7.550000000000001,3.800085859473677
fig05,(c) UEs receiving a positive allocation.,MR,7.65,3.793835859473677
fig05,(c) UEs receiving a positive allocation.,MR,7.75,3.803786687631027
fig05,(c) UEs receiving a positive allocation.,MR,7.85,3.79375
fig05,(c) UEs receiving a positive allocation.,MR,7.95,3.7941899585921326
fig05,(c) UEs receiving a positive allocation.,MR,8.05,3.790023291925465
fig05,(c) UEs receiving a positive allocation.,MR,8.15,3.800059979556493
fig05,(c) UEs receiving a positive allocation.,MR,8.25,3.799620020964361
fig05,(c) UEs receiving a positive allocation.,MR,8.35,3.803786687631027
fig05,(c) UEs receiving a positive allocation.,MR,8.450000000000001,3.79004917184265
fig05,(c) UEs receiving a positive allocation.,MR,8.55,3.794215838509317
fig05,(c) UEs receiving a positive allocation.,MR,8.65,3.7938096540229433
fig05,(c) UEs receiving a positive allocation.,MR,8.75,3.803760482180293
fig05,(c) UEs receiving a positive allocation.,MR,8.85,3.799593815513626
fig05,(c) UEs receiving a positive allocation.,MR,8.950000000000001,3.7941899585921326
fig05,(c) UEs receiving a positive allocation.,MR,9.05,3.790023291925465
fig05,(c) UEs receiving a positive allocation.,MR,9.15,3.800059979556493
fig05,(c) UEs receiving a positive allocation.,MR,9.25,3.799620020964361
fig05,(c) UEs receiving a positive allocation.,MR,9.35,3.803786687631027
fig05,(c) UEs receiving a positive allocation.,MR,9.45,3.79004917184265
fig05,(c) UEs receiving a positive allocation.,MR,9.55,3.794215838509317
fig05,(c) UEs receiving a positive allocation.,MR,9.65,3.7938096540229433
fig05,(c) UEs receiving a positive allocation.,MR,9.75,3.803760482180293
fig05,(c) UEs receiving a positive allocation.,MR,9.85,3.799593815513626
fig05,(c) UEs receiving a positive allocation.,MR,9.95,3.7941899585921326
fig05,(c) UEs receiving a positive allocation.,MR,10.05,3.790023291925465
fig05,(c) UEs receiving a positive allocation.,MR,10.15,3.800059979556493
fig05,(c) UEs receiving a positive allocation.,MR,10.25,3.799620020964361
fig05,(c) UEs receiving a positive allocation.,MR,10.35,3.803786687631027
fig05,(c) UEs receiving a positive allocation.,MR,10.45,3.79004917184265
fig05,(c) UEs receiving a positive allocation.,MR,10.55,3.794215838509317
fig05,(c) UEs receiving a positive allocation.,MR,10.65,3.7938096540229433
fig05,(c) UEs receiving a positive allocation.,MR,10.75,3.803760482180293
fig05,(c) UEs receiving a positive allocation.,MR,10.85,3.799593815513626
fig05,(c) UEs receiving a positive allocation.,MR,10.95,3.7941899585921326
fig05,(c) UEs receiving a positive allocation.,MR,11.05,3.790023291925465
fig05,(c) UEs receiving a positive allocation.,MR,11.15,3.800059979556493
fig05,(c) UEs receiving a positive allocation.,MR,11.25,3.799620020964361
fig05,(c) UEs receiving a positive allocation.,MR,11.35,3.803786687631027
fig05,(c) UEs receiving a positive allocation.,MR,11.45,3.79004917184265
fig05,(c) UEs receiving a positive allocation.,MR,11.55,3.794215838509317
fig05,(c) UEs receiving a positive allocation.,MR,11.65,3.7938096540229433
fig05,(c) UEs receiving a positive allocation.,MR,11.75,3.803760482180293
fig05,(c) UEs receiving a positive allocation.,MR,11.85,3.799593815513626
fig05,(c) UEs receiving a positive allocation.,MR,11.95,3.7941899585921326
fig05,(c) UEs receiving a positive allocation.,MR,12.05,3.790023291925465
fig05,(c) UEs receiving a positive allocation.,MR,12.15,3.800059979556493
fig05,(c) UEs receiving a positive allocation.,MR,12.25,3.799620020964361
fig05,(c) UEs receiving a positive allocation.,MR,12.35,3.864203354297693
fig05,(c) UEs receiving a positive allocation.,MR,12.45,3.925
fig05,(c) UEs receiving a positive allocation.,MR,12.55,3.995833333333333
fig05,(c) UEs receiving a positive allocation.,MR,12.65,4.0
fig05,(c) UEs receiving a positive allocation.,MR,12.75,4.0
fig05,(c) UEs receiving a positive allocation.,MR,12.85,4.0
fig05,(c) UEs receiving a positive allocation.,MR,12.95,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.05,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.15,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.25,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.35,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.45,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.55,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.65,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.75,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.85,4.0
fig05,(c) UEs receiving a positive allocation.,MR,13.95,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.05,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.15,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.25,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.35,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.45,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.55,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.65,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.75,4.0
fig05,(c) UEs receiving a positive allocation.,MR,14.85,4.0
