figure,panel,scheduler,time_s,value
fig05,(c) UEs receiving a positive allocation.,IA-FMR,28.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,28.55,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,28.65,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,28.75,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,28.85,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,28.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.05,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.15,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.25,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.35,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.55,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.65,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.75,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.85,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,29.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,30.05,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,30.15,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,30.25,9.0
fig05,(c) UEs receiving a positive allocation.,IA-FMR,30.35,9.0
fig05,(d) Aggregate backlog.,RR,0.45,11.323522903225808
fig05,(d) Aggregate backlog.,RR,0.55,17.202898859928315
fig05,(d) Aggregate backlog.,RR,0.65,28.553080271693023
fig05,(d) Aggregate backlog.,RR,0.75,40.055365679798896
fig05,(d) Aggregate backlog.,RR,0.8500000000000001,51.86012684020293
fig05,(d) Aggregate backlog.,RR,0.95,63.682753080612144
fig05,(d) Aggregate backlog.,RR,1.05,75.22569440368906
fig05,(d) Aggregate backlog.,RR,1.15,86.62810244313437
fig05,(d) Aggregate backlog.,RR,1.25,98.27322609444305
fig05,(d) Aggregate backlog.,RR,1.35,109.83512069052148
fig05,(d) Aggregate backlog.,RR,1.4500000000000002,120.43563102337052
fig05,(d) Aggregate backlog.,RR,1.55,130.71892390507313
fig05,(d) Aggregate backlog.,RR,1.65,141.95293366193587
fig05,(d) Aggregate backlog.,RR,1.75,154.02810789661692
fig05,(d) Aggregate backlog.,RR,1.85,166.33474282831483
fig05,(d) Aggregate backlog.,RR,1.95,178.42538770769693
fig05,(d) Aggregate backlog.,RR,2.0500000000000003,189.31003179212877
fig05,(d) Aggregate backlog.,RR,2.15,200.38701917524563
fig05,(d) Aggregate backlog.,RR,2.25,211.80877716958904
fig05,(d) Aggregate backlog.,RR,2.35,224.00181314888889
fig05,(d) Aggregate backlog.,RR,2.45,236.20952999352167
fig05,(d) Aggregate backlog.,RR,2.5500000000000003,247.9371440811407
fig05,(d) Aggregate backlog.,RR,2.6500000000000004,259.2817526048644
fig05,(d) Aggregate backlog.,RR,2.75,270.5321011311994
fig05,(d) Aggregate backlog.,RR,2.85,281.7511228743849
fig05,(d) Aggregate backlog.,RR,2.95,293.5868300264782
fig05,(d) Aggregate backlog.,RR,3.0500000000000003,305.096718773868
fig05,(d) Aggregate backlog.,RR,3.1500000000000004,316.3960373723107
fig05,(d) Aggregate backlog.,RR,3.25,328.00373098073914
fig05,(d) Aggregate backlog.,RR,3.35,339.5619051052388
fig05,(d) Aggregate backlog.,RR,3.45,351.1516526911549
fig05,(d) Aggregate backlog.,RR,3.5500000000000003,363.0899204674458
fig05,(d) Aggregate backlog.,RR,3.65,375.0580168743472
fig05,(d) Aggregate backlog.,RR,3.75,387.0739838472064
fig05,(d) Aggregate backlog.,RR,3.85,398.5853117326069
fig05,(d) Aggregate backlog.,RR,3.95,410.0119701267081
fig05,(d) Aggregate backlog.,RR,4.05,421.3709254146642
fig05,(d) Aggregate backlog.,RR,4.15,432.66230510115
fig05,(d) Aggregate backlog.,RR,4.25,444.30601254279753
fig05,(d) Aggregate backlog.,RR,4.3500000000000005,456.4530058280308
fig05,(d) Aggregate backlog.,RR,4.45,468.42377338258143
fig05,(d) Aggregate backlog.,RR,4.55,480.3037930637408
fig05,(d) Aggregate backlog.,RR,4.65,491.6852929054917
fig05,(d) Aggregate backlog.,RR,4.75,502.9157584687102
fig05,(d) Aggregate backlog.,RR,4.8500000000000005,513.8555075798213
fig05,(d) Aggregate backlog.,RR,4.95,524.8388916528943
fig05,(d) Aggregate backlog.,RR,5.050000000000001,535.779419505356
fig05,(d) Aggregate backlog.,RR,5.15,547.1601015343416
fig05,(d) Aggregate backlog.,RR,5.25,558.8334160246213
fig05,(d) Aggregate backlog.,RR,5.3500000000000005,570.358858691288
fig05,(d) Aggregate backlog.,RR,5.45,582.0098184461685
fig05,(d) Aggregate backlog.,RR,5.550000000000001,593.2002976453431
fig05,(d) Aggregate backlog.,RR,5.65,604.8130034566256
fig05,(d) Aggregate backlog.,RR,5.75,616.5022708848807
fig05,(d) Aggregate backlog.,RR,5.8500000000000005,628.1921611593905
fig05,(d) Aggregate backlog.,RR,5.95,639.9357225454545
fig05,(d) Aggregate backlog.,RR,6.050000000000001,651.9322206797386
fig05,(d) Aggregate backlog.,RR,6.15,664.5430990994915
fig05,(d) Aggregate backlog.,RR,6.25,676.9883040124046
fig05,(d) Aggregate backlog.,RR,6.3500000000000005,690.8770399962028
fig05,(d) Aggregate backlog.,RR,6.45,708.478873302477
fig05,(d) Aggregate backlog.,RR,6.550000000000001,730.511504394793
fig05,(d) Aggregate backlog.,RR,6.65,754.0462483284783
fig05,(d) Aggregate backlog.,RR,6.75,778.425293562451
fig05,(d) Aggregate backlog.,RR,6.8500000000000005,802.2038350212744
fig05,(d) Aggregate backlog.,RR,6.95,826.3007200159715
fig05,(d) Aggregate backlog.,RR,7.050000000000001,850.5679157739202
fig05,(d) Aggregate backlog.,RR,7.15,875.5113150116223
fig05,(d) Aggregate backlog.,RR,7.25,901.404681138524
fig05,(d) Aggregate backlog.,RR,7.35,927.1736972616008
fig05,(d) Aggregate backlog.,RR,7.45,952.888643732496
fig05,(d) Aggregate backlog.,RR,7.550000000000001,977.8917225787544
fig05,(d) Aggregate backlog.,RR,7.65,1001.685090860536
fig05,(d) Aggregate backlog.,RR,7.75,1025.7935016984684
fig05,(d) Aggregate backlog.,RR,7.85,1049.8719630947417
fig05,(d) Aggregate backlog.,RR,7.95,1075.0108548394046
fig05,(d) Aggregate backlog.,RR,8.05,1098.9718043399334
fig05,(d) Aggregate backlog.,RR,8.15,1123.178095318752
fig05,(d) Aggregate backlog.,RR,8.25,1147.1305138700852
fig05,(d) Aggregate backlog.,RR,8.35,1170.876806261752
fig05,(d) Aggregate backlog.,RR,8.450000000000001,1195.2101323074396
fig05,(d) Aggregate backlog.,RR,8.55,1219.277536795069
fig05,(d) Aggregate backlog.,RR,8.65,1244.7673104560774
fig05,(d) Aggregate backlog.,RR,8.75,1269.9659010599623
fig05,(d) Aggregate backlog.,RR,8.85,1294.4571905201965
fig05,(d) Aggregate backlog.,RR,8.950000000000001,1318.5008251241252
fig05,(d) Aggregate backlog.,RR,9.05,1341.827942725493
fig05,(d) Aggregate backlog.,RR,9.15,1366.834476300625
fig05,(d) Aggregate backlog.,RR,9.25,1391.6604762248642
fig05,(d) Aggregate backlog.,RR,9.35,1416.106248562642
fig05,(d) Aggregate backlog.,RR,9.45,1439.846583880102
fig05,(d) Aggregate backlog.,RR,9.55,1463.2414984177776
fig05,(d) Aggregate backlog.,RR,9.65,1487.755799625731
fig05,(d) Aggregate backlog.,RR,9.75,1512.2554391613437
fig05,(d) Aggregate backlog.,RR,9.85,1538.049615642825
fig05,(d) Aggregate backlog.,RR,9.95,1562.2995170271952
fig05,(d) Aggregate backlog.,RR,10.05,1587.608796010101
fig05,(d) Aggregate backlog.,RR,10.15,1612.31841926936
fig05,(d) Aggregate backlog.,RR,10.25,1638.4249874503705
fig05,(d) Aggregate backlog.,RR,10.35,1663.762560263236
fig05,(d) Aggregate backlog.,RR,10.45,1689.1834509006903
fig05,(d) Aggregate backlog.,RR,10.55,1715.044050728383
fig05,(d) Aggregate backlog.,RR,10.65,1739.7787787469344
fig05,(d) Aggregate backlog.,RR,10.75,1764.3591566569842
fig05,(d) Aggregate backlog.,RR,10.85,1789.4618484964185
fig05,(d) Aggregate backlog.,RR,10.95,1814.925756182461
fig05,(d) Aggregate backlog.,RR,11.05,1839.6314902328409
fig05,(d) Aggregate backlog.,RR,11.15,1863.7819426743936
fig05,(d) Aggregate backlog.,RR,11.25,1888.850420763771
fig05,(d) Aggregate backlog.,RR,11.35,1915.234658804064
fig05,(d) Aggregate backlog.,RR,11.45,1941.780028319088
fig05,(d) Aggregate backlog.,RR,11.55,1967.7271243890184
fig05,(d) Aggregate backlog.,RR,11.65,1993.9691524915825
fig05,(d) Aggregate backlog.,RR,11.75,2018.1672802878784
fig05,(d) Aggregate backlog.,RR,11.85,2043.699850367924
fig05,(d) Aggregate backlog.,RR,11.95,2068.57123635374
fig05,(d) Aggregate backlog.,RR,12.05,2095.56960776656
fig05,(d) Aggregate backlog.,RR,12.15,2121.2327294114566
fig05,(d) Aggregate backlog.,RR,12.25,2145.7706021634185
fig05,(d) Aggregate backlog.,RR,12.35,2172.414119125598
fig05,(d) Aggregate backlog.,RR,12.45,2204.6737207638885
fig05,(d) Aggregate backlog.,RR,12.55,2243.704713488099
fig05,(d) Aggregate backlog.,RR,12.65,2286.111219941142
fig05,(d) Aggregate backlog.,RR,12.75,2329.165076820334
fig05,(d) Aggregate backlog.,RR,12.85,2371.899487784575
fig05,(d) Aggregate backlog.,RR,12.95,2415.255098745421
fig05,(d) Aggregate backlog.,RR,13.05,2457.109889661064
fig05,(d) Aggregate backlog.,RR,13.15,2499.4037443979555
fig05,(d) Aggregate backlog.,RR,13.25,2540.937312549066
fig05,(d) Aggregate backlog.,RR,13.35,2583.260148936454
fig05,(d) Aggregate backlog.,RR,13.45,2626.365486917987
fig05,(d) Aggregate backlog.,RR,13.55,2669.950450239892
fig05,(d) Aggregate backlog.,RR,13.65,2713.471691277628
fig05,(d) Aggregate backlog.,RR,13.75,2756.9568711551965
fig05,(d) Aggregate backlog.,RR,13.85,2799.954872457807
fig05,(d) Aggregate backlog.,RR,13.95,2843.0602684756277
fig05,(d) Aggregate backlog.,RR,14.05,2885.8839740051294
fig05,(d) Aggregate backlog.,RR,14.15,2929.2158552226647
fig05,(d) Aggregate backlog.,RR,14.25,2972.6372040443016
fig05,(d) Aggregate backlog.,RR,14.35,3015.1761936529147
fig05,(d) Aggregate backlog.,RR,14.45,3057.2016314048774
fig05,(d) Aggregate backlog.,RR,14.55,3100.283093541018
fig05,(d) Aggregate backlog.,RR,14.65,3142.0131742251247
fig05,(d) Aggregate backlog.,RR,14.75,3184.8698327466664
fig05,(d) Aggregate backlog.,RR,14.85,3226.7701172108104
fig05,(d) Aggregate backlog.,RR,14.95,3270.3717872182174
fig05,(d) Aggregate backlog.,RR,15.05,3312.068551551551
fig05,(d) Aggregate backlog.,RR,15.15,3354.8952934586887
fig05,(d) Aggregate backlog.,RR,15.25,3396.619411051282
fig05,(d) Aggregate backlog.,RR,15.35,3438.880835249825
fig05,(d) Aggregate backlog.,RR,15.45,3480.4433474842567
fig05,(d) Aggregate backlog.,RR,15.55,3523.7902854711847
fig05,(d) Aggregate backlog.,RR,15.65,3566.598428670138
fig05,(d) Aggregate backlog.,RR,15.75,3610.15481609871
fig05,(d) Aggregate backlog.,RR,15.85,3652.653986006519
fig05,(d) Aggregate backlog.,RR,15.95,3694.298392876996
fig05,(d) Aggregate backlog.,RR,16.05,3736.784550927417
fig05,(d) Aggregate backlog.,RR,16.150000000000002,3779.7605743394793
fig05,(d) Aggregate backlog.,RR,16.25,3824.4745824216097
fig05,(d) Aggregate backlog.,RR,16.35,3866.967680186315
fig05,(d) Aggregate backlog.,RR,16.45,3908.752316546183
fig05,(d) Aggregate backlog.,RR,16.55,3950.548207492375
fig05,(d) Aggregate backlog.,RR,16.650000000000002,3992.232335670565
fig05,(d) Aggregate backlog.,RR,16.75,4034.796745882687
fig05,(d) Aggregate backlog.,RR,16.85,4076.109127316549
fig05,(d) Aggregate backlog.,RR,16.95,4119.953291819473
fig05,(d) Aggregate backlog.,RR,17.05,4161.201900580986
fig05,(d) Aggregate backlog.,RR,17.150000000000002,4204.874074708606
fig05,(d) Aggregate backlog.,RR,17.25,4246.586255466968
fig05,(d) Aggregate backlog.,RR,17.35,4289.554701297477
fig05,(d) Aggregate backlog.,RR,17.45,4331.937348120703
fig05,(d) Aggregate backlog.,RR,17.55,4374.084549908032
fig05,(d) Aggregate backlog.,RR,17.650000000000002,4416.880098176857
fig05,(d) Aggregate backlog.,RR,17.75,4459.539246063755
fig05,(d) Aggregate backlog.,RR,17.85,4501.989506067031
fig05,(d) Aggregate backlog.,RR,17.95,4544.109261685671
fig05,(d) Aggregate backlog.,RR,18.05,4586.154101313458
fig05,(d) Aggregate backlog.,RR,18.15,4628.964661193234
fig05,(d) Aggregate backlog.,RR,18.25,4671.799885583496
fig05,(d) Aggregate backlog.,RR,18.35,4709.250993906327
fig05,(d) Aggregate backlog.,RR,18.45,4737.160142651023
fig05,(d) Aggregate backlog.,RR,18.55,4757.617245221481
fig05,(d) Aggregate backlog.,RR,18.65,4773.040775787406
fig05,(d) Aggregate backlog.,RR,18.75,4788.626693572841
fig05,(d) Aggregate backlog.,RR,18.85,4803.685967391098
fig05,(d) Aggregate backlog.,RR,18.95,4820.214102445087
fig05,(d) Aggregate backlog.,RR,19.05,4836.590181595323
fig05,(d) Aggregate backlog.,RR,19.15,4853.043109934021
fig05,(d) Aggregate backlog.,RR,19.25,4868.691738963843
fig05,(d) Aggregate backlog.,RR,19.35,4884.4185162141
fig05,(d) Aggregate backlog.,RR,19.450000000000003,4900.049416045115
fig05,(d) Aggregate backlog.,RR,19.55,4916.067459478168
fig05,(d) Aggregate backlog.,RR,19.65,4932.113358884121
fig05,(d) Aggregate backlog.,RR,19.75,4948.41604832811
fig05,(d) Aggregate backlog.,RR,19.85,4964.410112171247
fig05,(d) Aggregate backlog.,RR,19.950000000000003,4980.674137489187
fig05,(d) Aggregate backlog.,RR,20.05,4996.174959512176
fig05,(d) Aggregate backlog.,RR,20.15,5012.418978656455
fig05,(d) Aggregate backlog.,RR,20.25,5028.08565436267
fig05,(d) Aggregate backlog.,RR,20.35,5044.65109122271
fig05,(d) Aggregate backlog.,RR,20.450000000000003,5060.004528652272
fig05,(d) Aggregate backlog.,RR,20.55,5075.393974952271
fig05,(d) Aggregate backlog.,RR,20.65,5090.235033154541
fig05,(d) Aggregate backlog.,RR,20.75,5104.974550191091
fig05,(d) Aggregate backlog.,RR,20.85,5119.913946803372
fig05,(d) Aggregate backlog.,RR,20.950000000000003,5134.482821544892
fig05,(d) Aggregate backlog.,RR,21.05,5150.127210968986
fig05,(d) Aggregate backlog.,RR,21.15,5166.200854554358
fig05,(d) Aggregate backlog.,RR,21.25,5182.074981837357
fig05,(d) Aggregate backlog.,RR,21.35,5197.226014136207
fig05,(d) Aggregate backlog.,RR,21.450000000000003,5211.563408505221
fig05,(d) Aggregate backlog.,RR,21.55,5225.800828303896
fig05,(d) Aggregate backlog.,RR,21.65,5240.472116245416
fig05,(d) Aggregate backlog.,RR,21.75,5256.439006747171
fig05,(d) Aggregate backlog.,RR,21.85,5273.1001590451015
fig05,(d) Aggregate backlog.,RR,21.950000000000003,5289.659440949735
fig05,(d) Aggregate backlog.,RR,22.05,5306.699842638785
fig05,(d) Aggregate backlog.,RR,22.15,5323.152721413429
fig05,(d) Aggregate backlog.,RR,22.25,5339.3623529235965
fig05,(d) Aggregate backlog.,RR,22.35,5354.406994755015
fig05,(d) Aggregate backlog.,RR,22.450000000000003,5369.958724928755
fig05,(d) Aggregate backlog.,RR,22.55,5385.75073234492
fig05,(d) Aggregate backlog.,RR,22.65,5401.681637239814
fig05,(d) Aggregate backlog.,RR,22.75,5417.368805692421
fig05,(d) Aggregate backlog.,RR,22.85,5432.647433684161
fig05,(d) Aggregate backlog.,RR,22.950000000000003,5447.351159006069
fig05,(d) Aggregate backlog.,RR,23.05,5462.205974887463
fig05,(d) Aggregate backlog.,RR,23.15,5477.534100057393
fig05,(d) Aggregate backlog.,RR,23.25,5492.741134330696
fig05,(d) Aggregate backlog.,RR,23.35,5508.1539884166
fig05,(d) Aggregate backlog.,RR,23.450000000000003,5524.224971544172
fig05,(d) Aggregate backlog.,RR,23.55,5540.40089275777
fig05,(d) Aggregate backlog.,RR,23.65,5556.816838922295
fig05,(d) Aggregate backlog.,RR,23.75,5573.121894644192
fig05,(d) Aggregate backlog.,RR,23.85,5589.708071051599
fig05,(d) Aggregate backlog.,RR,23.950000000000003,5606.475867371505
fig05,(d) Aggregate backlog.,RR,24.05,5623.09928178562
fig05,(d) Aggregate backlog.,RR,24.15,5639.797403084471
fig05,(d) Aggregate backlog.,RR,24.25,5655.871842914432
fig05,(d) Aggregate backlog.,RR,24.35,5677.24487286097
fig05,(d) Aggregate backlog.,RR,24.450000000000003,5711.1906160166645
fig05,(d) Aggregate backlog.,RR,24.55,5756.937996437208
fig05,(d) Aggregate backlog.,RR,24.65,5808.371200489276
fig05,(d) Aggregate backlog.,RR,24.75,5857.938733102364
fig05,(d) Aggregate backlog.,RR,24.85,5907.93376353425
fig05,(d) Aggregate backlog.,RR,24.950000000000003,5959.271284979878
fig05,(d) Aggregate backlog.,RR,25.05,6011.908115818912
fig05,(d) Aggregate backlog.,RR,25.15,6063.33647335006
fig05,(d) Aggregate backlog.,RR,25.25,6115.098141310235
fig05,(d) Aggregate backlog.,RR,25.35,6166.865689535989
fig05,(d) Aggregate backlog.,RR,25.450000000000003,6219.226476890126
fig05,(d) Aggregate backlog.,RR,25.55,6270.303650371309
fig05,(d) Aggregate backlog.,RR,25.65,6320.8204241064695
fig05,(d) Aggregate backlog.,RR,25.75,6372.987196684247
fig05,(d) Aggregate backlog.,RR,25.85,6425.377445873641
fig05,(d) Aggregate backlog.,RR,25.950000000000003,6479.081788926965
fig05,(d) Aggregate backlog.,RR,26.05,6530.702623784826
fig05,(d) Aggregate backlog.,RR,26.15,6582.233915712099
fig05,(d) Aggregate backlog.,RR,26.25,6632.497487068191
fig05,(d) Aggregate backlog.,RR,26.35,6683.606771726995
fig05,(d) Aggregate backlog.,RR,26.450000000000003,6735.1010702793765
fig05,(d) Aggregate backlog.,RR,26.55,6786.615772717937
fig05,(d) Aggregate backlog.,RR,26.65,6838.435685741909
fig05,(d) Aggregate backlog.,RR,26.75,6888.155168480756
fig05,(d) Aggregate backlog.,RR,26.85,6938.780685140201
fig05,(d) Aggregate backlog.,RR,26.950000000000003,6987.903670256299
fig05,(d) Aggregate backlog.,RR,27.05,7040.7025777071
fig05,(d) Aggregate backlog.,RR,27.15,7093.529279494262
fig05,(d) Aggregate backlog.,RR,27.25,7145.012310816521
fig05,(d) Aggregate backlog.,RR,27.35,7195.931911656099
fig05,(d) Aggregate backlog.,RR,27.450000000000003,7244.747287723447
fig05,(d) Aggregate backlog.,RR,27.55,7297.836710199522
fig05,(d) Aggregate backlog.,RR,27.65,7350.475720365282
fig05,(d) Aggregate backlog.,RR,27.75,7403.097410673087
fig05,(d) Aggregate backlog.,RR,27.85,7453.71330469357
fig05,(d) Aggregate backlog.,RR,27.950000000000003,7503.384118379535
fig05,(d) Aggregate backlog.,RR,28.05,7553.614377342223
fig05,(d) Aggregate backlog.,RR,28.15,7604.548610156322
fig05,(d) Aggregate backlog.,RR,28.25,7655.499080693359
fig05,(d) Aggregate backlog.,RR,28.35,7708.31168714574
fig05,(d) Aggregate backlog.,RR,28.450000000000003,7759.538029503704
fig05,(d) Aggregate backlog.,RR,28.55,7810.20817847619
fig05,(d) Aggregate backlog.,RR,28.65,7861.170398887446
fig05,(d) Aggregate backlog.,RR,28.75,7913.635464266493
fig05,(d) Aggregate backlog.,RR,28.85,7966.034537642155
fig05,(d) Aggregate backlog.,RR,28.950000000000003,8017.917803778518
fig05,(d) Aggregate backlog.,RR,29.05,8068.397952136165
fig05,(d) Aggregate backlog.,RR,29.15,8120.756157787458
fig05,(d) Aggregate backlog.,RR,29.25,8173.864904679271
fig05,(d) Aggregate backlog.,RR,29.35,8227.304600783847
fig05,(d) Aggregate backlog.,RR,29.450000000000003,8278.502356336257
fig05,(d) Aggregate backlog.,RR,29.55,8329.647787317326
fig05,(d) Aggregate backlog.,RR,29.65,8382.103768333198
fig05,(d) Aggregate backlog.,RR,29.75,8434.014108166533
fig05,(d) Aggregate backlog.,RR,29.85,8485.261981759462
fig05,(d) Aggregate backlog.,RR,29.950000000000003,8536.096593971104
fig05,(d) Aggregate backlog.,RR,30.05,8587.651220518996
fig05,(d) Aggregate backlog.,RR,30.15,8638.852332200982
fig05,(d) Aggregate backlog.,RR,30.25,8690.476424361505
fig05,(d) Aggregate backlog.,RR,30.35,8716.745520887083
fig05,(d) Aggregate backlog.,PF,0.45,11.87964259764706
fig05,(d) Aggregate backlog.,PF,0.55,17.33291076130057
fig05,(d) Aggregate backlog.,PF,0.65,28.695798770067697
fig05,(d) Aggregate backlog.,PF,0.75,39.67448688211252
fig05,(d) Aggregate backlog.,PF,0.8500000000000001,50.94307897617215
fig05,(d) Aggregate backlog.,PF,0.95,61.524235323733535
fig05,(d) Aggregate backlog.,PF,1.05,72.35839690540924
fig05,(d) Aggregate backlog.,PF,1.15,83.22891132726828
fig05,(d) Aggregate backlog.,PF,1.25,94.19372277945384
fig05,(d) Aggregate backlog.,PF,1.35,105.3974970250797
fig05,(d) Aggregate backlog.,PF,1.4500000000000002,116.20772715927885
fig05,(d) Aggregate backlog.,PF,1.55,127.09745279584416
fig05,(d) Aggregate backlog.,PF,1.65,137.23785944473306
fig05,(d) Aggregate backlog.,PF,1.75,147.25776414189096
fig05,(d) Aggregate backlog.,PF,1.85,157.76195067984187
fig05,(d) Aggregate backlog.,PF,1.95,168.1103061967501
fig05,(d) Aggregate backlog.,PF,2.0500000000000003,179.24668074301545
fig05,(d) Aggregate backlog.,PF,2.15,189.73132388302312
fig05,(d) Aggregate backlog.,PF,2.25,200.74740808167044
fig05,(d) Aggregate backlog.,PF,2.35,211.22466130418735
fig05,(d) Aggregate backlog.,PF,2.45,222.0580723866396
fig05,(d) Aggregate backlog.,PF,2.5500000000000003,232.93460605203643
fig05,(d) Aggregate backlog.,PF,2.6500000000000004,244.52467924972615
fig05,(d) Aggregate backlog.,PF,2.75,256.0316248592571
fig05,(d) Aggregate backlog.,PF,2.85,267.7074521555533
fig05,(d) Aggregate backlog.,PF,2.95,278.8075841636212
fig05,(d) Aggregate backlog.,PF,3.0500000000000003,290.0619983875744
fig05,(d) Aggregate backlog.,PF,3.1500000000000004,301.8598087681035
fig05,(d) Aggregate backlog.,PF,3.25,313.6349802184399
fig05,(d) Aggregate backlog.,PF,3.35,325.22102325946554
fig05,(d) Aggregate backlog.,PF,3.45,335.9711532419808
fig05,(d) Aggregate backlog.,PF,3.5500000000000003,346.31400408131867
fig05,(d) Aggregate backlog.,PF,3.65,356.5811313479853
fig05,(d) Aggregate backlog.,PF,3.75,366.9148740410257
fig05,(d) Aggregate backlog.,PF,3.85,378.0737459416667
fig05,(d) Aggregate backlog.,PF,3.95,389.5030715278736
fig05,(d) Aggregate backlog.,PF,4.05,400.6116743024768
fig05,(d) Aggregate backlog.,PF,4.15,411.6851094172203
fig05,(d) Aggregate backlog.,PF,4.25,422.6567431023313
fig05,(d) Aggregate backlog.,PF,4.3500000000000005,433.62858741087416
fig05,(d) Aggregate backlog.,PF,4.45,444.0792202168295
fig05,(d) Aggregate backlog.,PF,4.55,454.4143177501094
fig05,(d) Aggregate backlog.,PF,4.65,464.7186621396225
fig05,(d) Aggregate backlog.,PF,4.75,475.0866627105902
fig05,(d) Aggregate backlog.,PF,4.8500000000000005,485.8117948119754
fig05,(d) Aggregate backlog.,PF,4.95,496.800639731473
fig05,(d) Aggregate backlog.,PF,5.050000000000001,507.5140351700013
fig05,(d) Aggregate backlog.,PF,5.15,518.7927557101722
fig05,(d) Aggregate backlog.,PF,5.25,529.8753342513486
fig05,(d) Aggregate backlog.,PF,5.3500000000000005,541.1910192980057
fig05,(d) Aggregate backlog.,PF,5.45,552.1576732655064
fig05,(d) Aggregate backlog.,PF,5.550000000000001,563.3751325060127
fig05,(d) Aggregate backlog.,PF,5.65,574.4966301685641
fig05,(d) Aggregate backlog.,PF,5.75,585.4033456375387
fig05,(d) Aggregate backlog.,PF,5.8500000000000005,596.337271789625
fig05,(d) Aggregate backlog.,PF,5.95,607.5315370085551
fig05,(d) Aggregate backlog.,PF,6.050000000000001,618.6425889295789
fig05,(d) Aggregate backlog.,PF,6.15,629.2179936493459
fig05,(d) Aggregate backlog.,PF,6.25,640.5264923367776
fig05,(d) Aggregate backlog.,PF,6.3500000000000005,654.6084817339278
fig05,(d) Aggregate backlog.,PF,6.45,672.9129137465683
fig05,(d) Aggregate backlog.,PF,6.550000000000001,695.7726550245984
fig05,(d) Aggregate backlog.,PF,6.65,719.0993306191746
fig05,(d) Aggregate backlog.,PF,6.75,742.6963137949878
fig05,(d) Aggregate backlog.,PF,6.8500000000000005,766.0177766551669
fig05,(d) Aggregate backlog.,PF,6.95,789.7855770719085
fig05,(d) Aggregate backlog.,PF,7.050000000000001,814.659636283916
fig05,(d) Aggregate backlog.,PF,7.15,838.4328964633384
fig05,(d) Aggregate backlog.,PF,7.25,863.1445535578838
fig05,(d) Aggregate backlog.,PF,7.35,886.8426680633784
fig05,(d) Aggregate backlog.,PF,7.45,910.59217070105
fig05,(d) Aggregate backlog.,PF,7.550000000000001,934.5138139628044
fig05,(d) Aggregate backlog.,PF,7.65,958.4782047672744
fig05,(d) Aggregate backlog.,PF,7.75,982.9586749245392
fig05,(d) Aggregate backlog.,PF,7.85,1007.8427925889224
fig05,(d) Aggregate backlog.,PF,7.95,1032.5212175303652
fig05,(d) Aggregate backlog.,PF,8.05,1056.7644768636983
fig05,(d) Aggregate backlog.,PF,8.15,1080.8874538975608
fig05,(d) Aggregate backlog.,PF,8.25,1105.1005684666668
fig05,(d) Aggregate backlog.,PF,8.35,1129.2139368015503
fig05,(d) Aggregate backlog.,PF,8.450000000000001,1152.7150829841592
fig05,(d) Aggregate backlog.,PF,8.55,1175.8778302374924
fig05,(d) Aggregate backlog.,PF,8.65,1199.0629622685
fig05,(d) Aggregate backlog.,PF,8.75,1222.2060643132006
fig05,(d) Aggregate backlog.,PF,8.85,1245.9413323108038
fig05,(d) Aggregate backlog.,PF,8.950000000000001,1269.9587047595642
fig05,(d) Aggregate backlog.,PF,9.05,1294.2674872359587
fig05,(d) Aggregate backlog.,PF,9.15,1317.9475804374033
fig05,(d) Aggregate backlog.,PF,9.25,1340.8687280378715
fig05,(d) Aggregate backlog.,PF,9.35,1363.5608842368133
fig05,(d) Aggregate backlog.,PF,9.45,1387.3523710664838
fig05,(d) Aggregate backlog.,PF,9.55,1412.525231599512
fig05,(d) Aggregate backlog.,PF,9.65,1438.2487701344246
fig05,(d) Aggregate backlog.,PF,9.75,1462.591664025707
fig05,(d) Aggregate backlog.,PF,9.85,1486.580104300323
fig05,(d) Aggregate backlog.,PF,9.95,1509.7394572960975
fig05,(d) Aggregate backlog.,PF,10.05,1534.037215536683
fig05,(d) Aggregate backlog.,PF,10.15,1557.4716367207568
fig05,(d) Aggregate backlog.,PF,10.25,1581.2997016952668
fig05,(d) Aggregate backlog.,PF,10.35,1605.498783719944
fig05,(d) Aggregate backlog.,PF,10.45,1630.074404127921
fig05,(d) Aggregate backlog.,PF,10.55,1653.938042406816
